"address","categories/0","categoryName","cid","city","countryCode","fid","imageUrl","isAdvertisement","isLocalGuide","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewContext/Reservation recommended","reviewContext/Visited on","reviewContext/Wait time","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"Lexzau, Scharbau GmbH & Co. KG, Kap-Horn-Straße 18, 28237 Bremen, Germany","Historical landmark","Historical landmark","7071677145447700982","Bremen","DE","0x47b129790bc9112f:0x6223a4e57ca899f6","https://lh5.googleusercontent.com/p/AF1QipNWk2mP4kU-EJp_OUp3r_gIxWpayRUSXwkHtdW5=w408-h306-k-no","false","true","0","53.1168487","8.7357591","Helmut Platte","Häfen","de","false","ChIJLxHJC3kpsUcR9pmofOWkI2I","28237",,"a week ago","2025-02-05T17:27:12.353Z",,,,"No","Weekday","No wait","ChZDSUhNMG9nS0VJQ0FnTUNBbjlUb2RREAE","https://lh3.googleusercontent.com/geougc-cs/AIHozJL7NRxaVxB_JHJUlM6YwT789rj_hJubLU0PXOIbhKnJCuO1oQtjzGvTE8wJeWAerhXYetPES3NoYjcT_Njvt9AynM7Z27OzgFty1-vnWMKIQI7rwQzoaJ56zHKgq3PNKldWdeo1","https://lh3.googleusercontent.com/geougc-cs/AIHozJJU04GK6_WqgLBGJvrjZMIdGGfYN7qR_uVckx-aJppgktqAOx5tBdalzJTahvtGXiPUW7N03GwAAu5vdp9F5dY0buJM-FPcQD3PUF9_oNRcedPOx63Ddc_uP1OeZ7Hp-T4Dafg","https://lh3.googleusercontent.com/geougc-cs/AIHozJKyScZwgy5VKgzJUoldCE-uqpiQAEgN15aKxtLHNkRDoiitDgnb8xv9OQApNZ2m3JtrKU8F1GD7uFoMNaldz3dWM3T4NOGsN_qol1t8mQyaNXJhcrr1SGYQsanqsItEbWP6pr5e",,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNBbjlUb2RREAE!2m1!1s0x0:0x6223a4e57ca899f6!3m1!1s2@1:CIHM0ogKEICAgMCAn9TodQ%7CCgwI8L6OvQYQuOC3qAE%7C?hl=en","102144954569922398062","192","https://lh3.googleusercontent.com/a/ACg8ocI5ef2c9ru_LeP4YlmPpZYzhWlhGcSYd09AziZNeRWW6dYgCQ=s1920-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/102144954569922398062?hl=en","171","Direct Detail URL: https://www.google.com/maps/place/U-Boot-Bunker+Hornisse/@53.1168486,8.7308882,17z/data=!4m16!1m9!3m8!1s0x47b129790bc9112f:0x6223a4e57ca899f6!2sU-Boot-Bunker+Hornisse!8m2!3d53.1168487!4d8.7357591!9m1!1b1!16s%2Fg%2F1228rhsx!3m5!1s0x47b129790bc9112f:0x6223a4e57ca899f6!8m2!3d53.1168487!4d8.7357591!16s%2Fg%2F1228rhsx?entry=ttu&g_ep=EgoyMDI1MDIxMC4wIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D","4",,"Lexzau, Scharbau GmbH & Co. KG, Kap-Horn-Straße 18","false","Kann mann sich gut vorstellen.","You can well imagine it.","U-Boot-Bunker Hornisse","4.1","en","https://www.google.com/maps/search/?api=1&query=U-Boot-Bunker%20Hornisse&query_place_id=ChIJLxHJC3kpsUcR9pmofOWkI2I",
"Lexzau, Scharbau GmbH & Co. KG, Kap-Horn-Straße 18, 28237 Bremen, Germany","Historical landmark","Historical landmark","7071677145447700982","Bremen","DE","0x47b129790bc9112f:0x6223a4e57ca899f6","https://lh5.googleusercontent.com/p/AF1QipNWk2mP4kU-EJp_OUp3r_gIxWpayRUSXwkHtdW5=w408-h306-k-no","false","true","0","53.1168487","8.7357591","Arunraj Sivakumaran","Häfen",,"false","ChIJLxHJC3kpsUcR9pmofOWkI2I","28237",,"a month ago","2024-12-29T22:04:44.407Z",,,,"No","Weekday","No wait","ChdDSUhNMG9nS0VJQ0FnSUNmNGUyVTNBRRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNmNGUyVTNBRRAB!2m1!1s0x0:0x6223a4e57ca899f6!3m1!1s2@1:CIHM0ogKEICAgICf4e2U3AE%7CCgwI_I7HuwYQ6Mu-wgE%7C?hl=en","118101645564582864527","17","https://lh3.googleusercontent.com/a-/ALV-UjXZoJ1RPrFxIssRmoLzbI9r0eBfUIiBkNXDsQdMwRFFQNLCsUZ0=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/118101645564582864527?hl=en","171","Direct Detail URL: https://www.google.com/maps/place/U-Boot-Bunker+Hornisse/@53.1168486,8.7308882,17z/data=!4m16!1m9!3m8!1s0x47b129790bc9112f:0x6223a4e57ca899f6!2sU-Boot-Bunker+Hornisse!8m2!3d53.1168487!4d8.7357591!9m1!1b1!16s%2Fg%2F1228rhsx!3m5!1s0x47b129790bc9112f:0x6223a4e57ca899f6!8m2!3d53.1168487!4d8.7357591!16s%2Fg%2F1228rhsx?entry=ttu&g_ep=EgoyMDI1MDIxMC4wIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D","5",,"Lexzau, Scharbau GmbH & Co. KG, Kap-Horn-Straße 18","false",,,"U-Boot-Bunker Hornisse","4.1",,"https://www.google.com/maps/search/?api=1&query=U-Boot-Bunker%20Hornisse&query_place_id=ChIJLxHJC3kpsUcR9pmofOWkI2I",
"Lexzau, Scharbau GmbH & Co. KG, Kap-Horn-Straße 18, 28237 Bremen, Germany","Historical landmark","Historical landmark","7071677145447700982","Bremen","DE","0x47b129790bc9112f:0x6223a4e57ca899f6","https://lh5.googleusercontent.com/p/AF1QipNWk2mP4kU-EJp_OUp3r_gIxWpayRUSXwkHtdW5=w408-h306-k-no","false","true","0","53.1168487","8.7357591","Daniel Sokolis","Häfen","de","false","ChIJLxHJC3kpsUcR9pmofOWkI2I","28237",,"2 months ago","2024-12-05T11:47:55.279Z",,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURQeHR1TTNRRRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURQeHR1TTNRRRAB!2m1!1s0x0:0x6223a4e57ca899f6!3m1!1s2@1:CIHM0ogKEICAgIDPxtuM3QE%7CCgwI66XGugYQ6KmwhQE%7C?hl=en","107742666275815458146","39","https://lh3.googleusercontent.com/a/ACg8ocIFuh5qzCixMC5Qk7FIC1EN3MOI5YLsQz7SVmT-VxHwyanBZzM=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/107742666275815458146?hl=en","171","Direct Detail URL: https://www.google.com/maps/place/U-Boot-Bunker+Hornisse/@53.1168486,8.7308882,17z/data=!4m16!1m9!3m8!1s0x47b129790bc9112f:0x6223a4e57ca899f6!2sU-Boot-Bunker+Hornisse!8m2!3d53.1168487!4d8.7357591!9m1!1b1!16s%2Fg%2F1228rhsx!3m5!1s0x47b129790bc9112f:0x6223a4e57ca899f6!8m2!3d53.1168487!4d8.7357591!16s%2Fg%2F1228rhsx?entry=ttu&g_ep=EgoyMDI1MDIxMC4wIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D","5",,"Lexzau, Scharbau GmbH & Co. KG, Kap-Horn-Straße 18","false","Ein unscheinbares Relikt der NS-Geschichte. Wer weitere Infos haben möchte, einfach bei dem Wikipedia Artikel  auf meine Internetseite gehen.","An inconspicuous relic of Nazi history. If you would like more information, just go to the Wikipedia article on my website.","U-Boot-Bunker Hornisse","4.1","en","https://www.google.com/maps/search/?api=1&query=U-Boot-Bunker%20Hornisse&query_place_id=ChIJLxHJC3kpsUcR9pmofOWkI2I",
"Lexzau, Scharbau GmbH & Co. KG, Kap-Horn-Straße 18, 28237 Bremen, Germany","Historical landmark","Historical landmark","7071677145447700982","Bremen","DE","0x47b129790bc9112f:0x6223a4e57ca899f6","https://lh5.googleusercontent.com/p/AF1QipNWk2mP4kU-EJp_OUp3r_gIxWpayRUSXwkHtdW5=w408-h306-k-no","false","true","0","53.1168487","8.7357591","Falk Bartusch","Häfen",,"false","ChIJLxHJC3kpsUcR9pmofOWkI2I","28237",,"3 months ago","2024-11-04T16:56:18.171Z",,,,,"Weekday","No wait","ChZDSUhNMG9nS0VJQ0FnSUMzcXJuaGR3EAE",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUMzcXJuaGR3EAE!2m1!1s0x0:0x6223a4e57ca899f6!3m1!1s2@1:CIHM0ogKEICAgIC3qrnhdw%7CCgsIsvmjuQYQyLzoUQ%7C?hl=en","112778446940389325623","2","https://lh3.googleusercontent.com/a-/ALV-UjX06eUtdUbSHY0tofVHJA6DLN-upaCco0kRykgqJMwVMDc8DKNG=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/112778446940389325623?hl=en","171","Direct Detail URL: https://www.google.com/maps/place/U-Boot-Bunker+Hornisse/@53.1168486,8.7308882,17z/data=!4m16!1m9!3m8!1s0x47b129790bc9112f:0x6223a4e57ca899f6!2sU-Boot-Bunker+Hornisse!8m2!3d53.1168487!4d8.7357591!9m1!1b1!16s%2Fg%2F1228rhsx!3m5!1s0x47b129790bc9112f:0x6223a4e57ca899f6!8m2!3d53.1168487!4d8.7357591!16s%2Fg%2F1228rhsx?entry=ttu&g_ep=EgoyMDI1MDIxMC4wIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D","5",,"Lexzau, Scharbau GmbH & Co. KG, Kap-Horn-Straße 18","false",,,"U-Boot-Bunker Hornisse","4.1",,"https://www.google.com/maps/search/?api=1&query=U-Boot-Bunker%20Hornisse&query_place_id=ChIJLxHJC3kpsUcR9pmofOWkI2I",
"Lexzau, Scharbau GmbH & Co. KG, Kap-Horn-Straße 18, 28237 Bremen, Germany","Historical landmark","Historical landmark","7071677145447700982","Bremen","DE","0x47b129790bc9112f:0x6223a4e57ca899f6","https://lh5.googleusercontent.com/p/AF1QipNWk2mP4kU-EJp_OUp3r_gIxWpayRUSXwkHtdW5=w408-h306-k-no","false","true","0","53.1168487","8.7357591","Łukasz","Häfen","pl","false","ChIJLxHJC3kpsUcR9pmofOWkI2I","28237",,"3 months ago","2024-10-28T16:37:50.170Z",,,,"No","Weekend","No wait","ChZDSUhNMG9nS0VJQ0FnSURYaWNUWk93EAE","https://lh3.googleusercontent.com/geougc-cs/AIHozJIpxMGMEQtfVDtdl6Hw7FRSZyUdvt8MfXq6aMAt4NkBJR1GnPJxH2ZSevLEuknr3WvdwNe52JeoVkH0NRQj3cX_ReJNtdRRbOpaMg5thAddjvbRnGNVyrXU_zEDtmqsd3ZHIldlSw","https://lh3.googleusercontent.com/geougc-cs/AIHozJLmk6232fDMvR8cvjOXAl7aYAys_sJqZImKVHqpTBNBTp6-TkI8HU_5VZKr5nizBwphcH_Y4ro3xFOycgP36HAup2HQJfwz8in5TN0mSPhNRGHiZK1raZpL7myHzAIXYtVBddA","https://lh3.googleusercontent.com/geougc-cs/AIHozJIwxSVUScyWsdJP_6prYgRF9lphTKoOKSswhYF94uPUTwWR75mvy-bxIx4H1KoakwCL8zfkjr0f6FNajJRbK4oKKGaFFElvZy5za-yRCEbYNMBqALgaoeplVagMpzzQ5n-wQqh13A",,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURYaWNUWk93EAE!2m1!1s0x0:0x6223a4e57ca899f6!3m1!1s2@1:CIHM0ogKEICAgIDXicTZOw%7CCgsI3vv-uAYQ6JKtUQ%7C?hl=en","100473704414136194182","19","https://lh3.googleusercontent.com/a-/ALV-UjVXMv-IolEEuf_K1heZ7AojZiKkQn_8XlLKQ4JIe1nClyM4eQS9=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/100473704414136194182?hl=en","171","Direct Detail URL: https://www.google.com/maps/place/U-Boot-Bunker+Hornisse/@53.1168486,8.7308882,17z/data=!4m16!1m9!3m8!1s0x47b129790bc9112f:0x6223a4e57ca899f6!2sU-Boot-Bunker+Hornisse!8m2!3d53.1168487!4d8.7357591!9m1!1b1!16s%2Fg%2F1228rhsx!3m5!1s0x47b129790bc9112f:0x6223a4e57ca899f6!8m2!3d53.1168487!4d8.7357591!16s%2Fg%2F1228rhsx?entry=ttu&g_ep=EgoyMDI1MDIxMC4wIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D","3",,"Lexzau, Scharbau GmbH & Co. KG, Kap-Horn-Straße 18","false","Ok.","Okay.","U-Boot-Bunker Hornisse","4.1","en","https://www.google.com/maps/search/?api=1&query=U-Boot-Bunker%20Hornisse&query_place_id=ChIJLxHJC3kpsUcR9pmofOWkI2I",
"Lexzau, Scharbau GmbH & Co. KG, Kap-Horn-Straße 18, 28237 Bremen, Germany","Historical landmark","Historical landmark","7071677145447700982","Bremen","DE","0x47b129790bc9112f:0x6223a4e57ca899f6","https://lh5.googleusercontent.com/p/AF1QipNWk2mP4kU-EJp_OUp3r_gIxWpayRUSXwkHtdW5=w408-h306-k-no","false","false","0","53.1168487","8.7357591","István Horváth","Häfen",,"false","ChIJLxHJC3kpsUcR9pmofOWkI2I","28237",,"3 months ago","2024-10-27T13:33:16.230Z",,,,,,,"ChdDSUhNMG9nS0VJQ0FnSURYcm9fOHJBRRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURYcm9fOHJBRRAB!2m1!1s0x0:0x6223a4e57ca899f6!3m1!1s2@1:CIHM0ogKEICAgIDXro_8rAE%7CCgsInIL5uAYQ4JfxbQ%7C?hl=en","113161321224353412331","2","https://lh3.googleusercontent.com/a-/ALV-UjWmyZLMDL1_BTaCuRpRYoj55DrCJcoja-AEoTovekNb5CAkNHo=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/113161321224353412331?hl=en","171","Direct Detail URL: https://www.google.com/maps/place/U-Boot-Bunker+Hornisse/@53.1168486,8.7308882,17z/data=!4m16!1m9!3m8!1s0x47b129790bc9112f:0x6223a4e57ca899f6!2sU-Boot-Bunker+Hornisse!8m2!3d53.1168487!4d8.7357591!9m1!1b1!16s%2Fg%2F1228rhsx!3m5!1s0x47b129790bc9112f:0x6223a4e57ca899f6!8m2!3d53.1168487!4d8.7357591!16s%2Fg%2F1228rhsx?entry=ttu&g_ep=EgoyMDI1MDIxMC4wIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D","5",,"Lexzau, Scharbau GmbH & Co. KG, Kap-Horn-Straße 18","false",,,"U-Boot-Bunker Hornisse","4.1",,"https://www.google.com/maps/search/?api=1&query=U-Boot-Bunker%20Hornisse&query_place_id=ChIJLxHJC3kpsUcR9pmofOWkI2I",
"Lexzau, Scharbau GmbH & Co. KG, Kap-Horn-Straße 18, 28237 Bremen, Germany","Historical landmark","Historical landmark","7071677145447700982","Bremen","DE","0x47b129790bc9112f:0x6223a4e57ca899f6","https://lh5.googleusercontent.com/p/AF1QipNWk2mP4kU-EJp_OUp3r_gIxWpayRUSXwkHtdW5=w408-h306-k-no","false","true","0","53.1168487","8.7357591","Ewald Ziehlke","Häfen",,"false","ChIJLxHJC3kpsUcR9pmofOWkI2I","28237",,"3 months ago","2024-10-16T17:02:49.455Z",,,,,,,"ChdDSUhNMG9nS0VJQ0FnSUNYenRHaTh3RRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNYenRHaTh3RRAB!2m1!1s0x0:0x6223a4e57ca899f6!3m1!1s2@1:CIHM0ogKEICAgICXztGi8wE%7CCgwIueO_uAYQqPv-2AE%7C?hl=en","118426287096988667547","1","https://lh3.googleusercontent.com/a/ACg8ocKuhD4-PDO6kSPIKATTN9GUPH91nK94vadjCYm5Hnw8qtu-jA=s1920-c-rp-mo-ba6-br100","https://www.google.com/maps/contrib/118426287096988667547?hl=en","171","Direct Detail URL: https://www.google.com/maps/place/U-Boot-Bunker+Hornisse/@53.1168486,8.7308882,17z/data=!4m16!1m9!3m8!1s0x47b129790bc9112f:0x6223a4e57ca899f6!2sU-Boot-Bunker+Hornisse!8m2!3d53.1168487!4d8.7357591!9m1!1b1!16s%2Fg%2F1228rhsx!3m5!1s0x47b129790bc9112f:0x6223a4e57ca899f6!8m2!3d53.1168487!4d8.7357591!16s%2Fg%2F1228rhsx?entry=ttu&g_ep=EgoyMDI1MDIxMC4wIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D","5",,"Lexzau, Scharbau GmbH & Co. KG, Kap-Horn-Straße 18","false",,,"U-Boot-Bunker Hornisse","4.1",,"https://www.google.com/maps/search/?api=1&query=U-Boot-Bunker%20Hornisse&query_place_id=ChIJLxHJC3kpsUcR9pmofOWkI2I",
"Lexzau, Scharbau GmbH & Co. KG, Kap-Horn-Straße 18, 28237 Bremen, Germany","Historical landmark","Historical landmark","7071677145447700982","Bremen","DE","0x47b129790bc9112f:0x6223a4e57ca899f6","https://lh5.googleusercontent.com/p/AF1QipNWk2mP4kU-EJp_OUp3r_gIxWpayRUSXwkHtdW5=w408-h306-k-no","false","true","0","53.1168487","8.7357591","Ralle aus der Börde","Häfen","de","false","ChIJLxHJC3kpsUcR9pmofOWkI2I","28237",,"3 months ago","2024-10-13T20:19:23.093Z",,,,,,,"ChZDSUhNMG9nS0VJQ0FnSUNYak1hUU5nEAE",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNYak1hUU5nEAE!2m1!1s0x0:0x6223a4e57ca899f6!3m1!1s2@1:CIHM0ogKEICAgICXjMaQNg%7CCgsIy9awuAYQ8Ny9LA%7C?hl=en","113284917539809702887","99","https://lh3.googleusercontent.com/a-/ALV-UjXq6fkalXaJOW_alyJljYepbOLsHMves2b2rZekwkmiUx0D7PA=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/113284917539809702887?hl=en","171","Direct Detail URL: https://www.google.com/maps/place/U-Boot-Bunker+Hornisse/@53.1168486,8.7308882,17z/data=!4m16!1m9!3m8!1s0x47b129790bc9112f:0x6223a4e57ca899f6!2sU-Boot-Bunker+Hornisse!8m2!3d53.1168487!4d8.7357591!9m1!1b1!16s%2Fg%2F1228rhsx!3m5!1s0x47b129790bc9112f:0x6223a4e57ca899f6!8m2!3d53.1168487!4d8.7357591!16s%2Fg%2F1228rhsx?entry=ttu&g_ep=EgoyMDI1MDIxMC4wIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D","5",,"Lexzau, Scharbau GmbH & Co. KG, Kap-Horn-Straße 18","false","Das ist gigantisch. Kennt man aus dem Film Das Boot. Muss man gesehen haben. Da ist nichts los und dennoch Gänsehaut 👍👍👍","This is gigantic. You know it from the film Das Boot. Must see. There's nothing going on and still goosebumps 👍👍👍","U-Boot-Bunker Hornisse","4.1","en","https://www.google.com/maps/search/?api=1&query=U-Boot-Bunker%20Hornisse&query_place_id=ChIJLxHJC3kpsUcR9pmofOWkI2I",
"Lexzau, Scharbau GmbH & Co. KG, Kap-Horn-Straße 18, 28237 Bremen, Germany","Historical landmark","Historical landmark","7071677145447700982","Bremen","DE","0x47b129790bc9112f:0x6223a4e57ca899f6","https://lh5.googleusercontent.com/p/AF1QipNWk2mP4kU-EJp_OUp3r_gIxWpayRUSXwkHtdW5=w408-h306-k-no","false","true","0","53.1168487","8.7357591","Wojciech Brzęczyszczykiewicz","Häfen",,"false","ChIJLxHJC3kpsUcR9pmofOWkI2I","28237",,"4 months ago","2024-10-03T15:08:59.498Z",,,,,,,"ChZDSUhNMG9nS0VJQ0FnSURudEk3RFdBEAE",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURudEk3RFdBEAE!2m1!1s0x0:0x6223a4e57ca899f6!3m1!1s2@1:CIHM0ogKEICAgIDntI7DWA%7CCgwIi-f6twYQ-PTw7QE%7C?hl=en","110470309504564407326","10","https://lh3.googleusercontent.com/a-/ALV-UjUo0Sv5C6BqCsAUXVEKBEaPjr9R5XNL6tvR8OXyFLG88NjNnJU0=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/110470309504564407326?hl=en","171","Direct Detail URL: https://www.google.com/maps/place/U-Boot-Bunker+Hornisse/@53.1168486,8.7308882,17z/data=!4m16!1m9!3m8!1s0x47b129790bc9112f:0x6223a4e57ca899f6!2sU-Boot-Bunker+Hornisse!8m2!3d53.1168487!4d8.7357591!9m1!1b1!16s%2Fg%2F1228rhsx!3m5!1s0x47b129790bc9112f:0x6223a4e57ca899f6!8m2!3d53.1168487!4d8.7357591!16s%2Fg%2F1228rhsx?entry=ttu&g_ep=EgoyMDI1MDIxMC4wIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D","5",,"Lexzau, Scharbau GmbH & Co. KG, Kap-Horn-Straße 18","false",,,"U-Boot-Bunker Hornisse","4.1",,"https://www.google.com/maps/search/?api=1&query=U-Boot-Bunker%20Hornisse&query_place_id=ChIJLxHJC3kpsUcR9pmofOWkI2I",
"Lexzau, Scharbau GmbH & Co. KG, Kap-Horn-Straße 18, 28237 Bremen, Germany","Historical landmark","Historical landmark","7071677145447700982","Bremen","DE","0x47b129790bc9112f:0x6223a4e57ca899f6","https://lh5.googleusercontent.com/p/AF1QipNWk2mP4kU-EJp_OUp3r_gIxWpayRUSXwkHtdW5=w408-h306-k-no","false","true","0","53.1168487","8.7357591","Birger Holz","Häfen",,"false","ChIJLxHJC3kpsUcR9pmofOWkI2I","28237",,"4 months ago","2024-09-25T15:25:02.958Z",,,,,"Weekday",,"ChZDSUhNMG9nS0VJQ0FnSUNuNXFUMk53EAE",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNuNXFUMk53EAE!2m1!1s0x0:0x6223a4e57ca899f6!3m1!1s2@1:CIHM0ogKEICAgICn5qT2Nw%7CCgwIztbQtwYQgNHpyAM%7C?hl=en","102885708425878279517","19","https://lh3.googleusercontent.com/a-/ALV-UjWJ3jGJpzQvX1zV_PlybaqGl6akK5811bo_jqd39LGgQNVfb7Sa=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/102885708425878279517?hl=en","171","Direct Detail URL: https://www.google.com/maps/place/U-Boot-Bunker+Hornisse/@53.1168486,8.7308882,17z/data=!4m16!1m9!3m8!1s0x47b129790bc9112f:0x6223a4e57ca899f6!2sU-Boot-Bunker+Hornisse!8m2!3d53.1168487!4d8.7357591!9m1!1b1!16s%2Fg%2F1228rhsx!3m5!1s0x47b129790bc9112f:0x6223a4e57ca899f6!8m2!3d53.1168487!4d8.7357591!16s%2Fg%2F1228rhsx?entry=ttu&g_ep=EgoyMDI1MDIxMC4wIKXMDSoJLDEwMjExMjMzSAFQAw%3D%3D","5",,"Lexzau, Scharbau GmbH & Co. KG, Kap-Horn-Straße 18","false",,,"U-Boot-Bunker Hornisse","4.1",,"https://www.google.com/maps/search/?api=1&query=U-Boot-Bunker%20Hornisse&query_place_id=ChIJLxHJC3kpsUcR9pmofOWkI2I",
